invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,vat,total,date,time,payment_method,cogs,gross_margin_pct,gross_income,rating
INV-65544354,C,Chicago,Member,Male,Electronic accessories,72.22,8,28.89,606.65,2024-09-26,16:49,Credit card,404.43,33.33,202.22,8.9
INV-62922438,A,New York,Member,Female,Sports and travel,41.69,8,16.68,350.2,2024-12-14,18:22,Cash,233.46,33.34,116.74,9.3
INV-5E133B5E,C,Chicago,Member,Male,Health and beauty,44.21,1,2.21,46.42,2024-03-04,18:09,Credit card,30.95,33.33,15.47,5.0
INV-326206B6,B,Los Angeles,Member,Female,Home and lifestyle,270.58,2,27.06,568.22,2024-05-08,13:40,Ewallet,378.81,33.33,189.41,5.6
INV-45D02FC8,C,Chicago,Normal,Male,Home and lifestyle,199.48,10,99.74,2094.54,2024-10-24,12:10,Ewallet,1396.36,33.33,698.18,7.7
INV-64C0C047,C,Chicago,Normal,Male,Electronic accessories,30.03,10,15.02,315.32,2024-05-15,20:13,Ewallet,210.21,33.33,105.11,6.5
INV-62DB31E8,C,Chicago,Member,Female,Sports and travel,147.75,5,36.94,775.69,2024-09-04,13:51,Ewallet,517.12,33.33,258.57,6.4
INV-82A84B2C,B,Los Angeles,Member,Male,Fashion accessories,71.54,8,28.62,600.94,2024-08-25,13:21,Ewallet,400.62,33.33,200.32,4.9
INV-30611766,C,Chicago,Normal,Female,Health and beauty,17.42,6,5.23,109.75,2024-09-20,18:06,Credit card,73.16,33.34,36.59,5.5
INV-C4CDF300,A,New York,Normal,Female,Fashion accessories,29.72,1,1.49,31.21,2024-05-28,16:55,Ewallet,20.8,33.35,10.41,6.5
INV-1C243B62,A,New York,Normal,Female,Fashion accessories,116.84,8,46.74,981.46,2024-09-20,17:31,Credit card,654.3,33.33,327.16,7.0
INV-DD3F51FF,A,New York,Normal,Female,Fashion accessories,40.12,6,12.04,252.76,2024-01-25,10:18,Credit card,168.5,33.34,84.26,7.6
INV-D9C77509,C,Chicago,Normal,Female,Home and lifestyle,22.29,2,2.23,46.81,2024-08-08,12:56,Credit card,31.21,33.33,15.6,8.4
INV-3DE753A3,B,Los Angeles,Normal,Male,Health and beauty,11.68,9,5.26,110.38,2024-04-09,15:35,Credit card,73.58,33.34,36.8,4.4
INV-3174ECBC,C,Chicago,Normal,Female,Home and lifestyle,210.51,2,21.05,442.07,2024-03-06,11:25,Credit card,294.71,33.33,147.36,8.8
INV-A427CC9B,B,Los Angeles,Normal,Male,Fashion accessories,94.34,7,33.02,693.4,2024-09-13,10:02,Cash,462.27,33.33,231.13,4.8
INV-87283FD2,B,Los Angeles,Normal,Female,Fashion accessories,94.88,9,42.7,896.62,2024-03-12,15:59,Ewallet,597.74,33.33,298.88,5.9
INV-9BA9CEA0,B,Los Angeles,Normal,Female,Home and lifestyle,251.92,9,113.36,2380.64,2024-09-07,19:19,Credit card,1587.1,33.33,793.54,8.9
INV-A5B59751,B,Los Angeles,Normal,Male,Health and beauty,50.03,1,2.5,52.53,2024-11-01,17:16,Ewallet,35.02,33.33,17.51,8.7
INV-57B57159,C,Chicago,Member,Male,Home and lifestyle,154.53,9,69.54,1460.31,2024-11-18,19:49,Credit card,973.54,33.33,486.77,4.9
INV-2A52CCE4,C,Chicago,Member,Male,Home and lifestyle,285.5,2,28.55,599.55,2024-04-07,10:28,Credit card,399.7,33.33,199.85,6.5
INV-75DCFB67,B,Los Angeles,Member,Female,Home and lifestyle,236.99,8,94.8,1990.72,2024-02-01,12:33,Cash,1327.14,33.33,663.58,7.4
INV-4FA03217,C,Chicago,Normal,Female,Food and beverages,48.05,8,19.22,403.62,2024-09-29,15:34,Credit card,269.08,33.33,134.54,8.1
INV-B7E53479,C,Chicago,Normal,Female,Fashion accessories,144.03,5,36.01,756.16,2024-10-12,14:14,Credit card,504.1,33.33,252.06,8.6
INV-1F74F6DB,C,Chicago,Member,Female,Food and beverages,26.59,9,11.97,251.28,2024-05-20,14:07,Ewallet,167.52,33.33,83.76,8.1
INV-BE315213,B,Los Angeles,Normal,Female,Fashion accessories,50.66,5,12.66,265.96,2024-12-31,11:22,Credit card,177.31,33.33,88.65,7.9
INV-ADE26FF9,C,Chicago,Normal,Male,Fashion accessories,125.91,5,31.48,661.03,2024-10-14,14:08,Cash,440.68,33.33,220.35,7.7
INV-F7C15F4E,C,Chicago,Member,Male,Electronic accessories,138.92,9,62.51,1312.79,2024-04-25,20:14,Cash,875.2,33.33,437.59,4.6
INV-DB572EB5,B,Los Angeles,Normal,Male,Sports and travel,198.42,1,9.92,208.34,2024-10-08,12:26,Ewallet,138.89,33.33,69.45,9.6
INV-6C479DBC,B,Los Angeles,Normal,Male,Food and beverages,19.45,1,0.97,20.42,2024-02-15,20:36,Cash,13.61,33.35,6.81,7.2
INV-544191BB,C,Chicago,Member,Male,Health and beauty,71.52,3,10.73,225.29,2024-01-19,16:50,Credit card,150.19,33.33,75.1,5.1
INV-DF572E25,C,Chicago,Normal,Male,Electronic accessories,70.2,10,35.1,737.1,2024-02-24,15:18,Credit card,491.4,33.33,245.7,9.9
INV-4B179063,C,Chicago,Normal,Male,Home and lifestyle,151.05,4,30.21,634.41,2024-02-27,15:10,Ewallet,422.94,33.33,211.47,6.8
INV-AE894D9C,B,Los Angeles,Member,Male,Sports and travel,100.85,5,25.21,529.46,2024-10-17,20:48,Cash,352.97,33.33,176.49,5.1
INV-9E6076BE,C,Chicago,Normal,Female,Home and lifestyle,111.82,7,39.14,821.88,2024-12-08,11:11,Cash,547.92,33.33,273.96,6.9
INV-E59454E7,A,New York,Member,Female,Health and beauty,24.96,5,6.24,131.04,2024-06-17,14:37,Ewallet,87.36,33.33,43.68,7.4
INV-E16D6B37,B,Los Angeles,Normal,Male,Electronic accessories,138.54,8,55.42,1163.74,2024-06-06,12:25,Ewallet,775.82,33.33,387.92,7.0
INV-6E783E2E,C,Chicago,Normal,Male,Sports and travel,231.13,5,57.78,1213.43,2024-07-07,19:14,Cash,808.96,33.33,404.47,9.7
INV-82C27C1D,B,Los Angeles,Member,Female,Sports and travel,247.49,6,74.25,1559.19,2024-07-31,18:58,Credit card,1039.46,33.33,519.73,8.5
INV-D0BB0417,C,Chicago,Member,Male,Sports and travel,194.82,2,19.48,409.12,2024-09-26,17:33,Ewallet,272.75,33.33,136.37,6.2
INV-768BBDCD,C,Chicago,Member,Male,Home and lifestyle,272.81,4,54.56,1145.8,2024-10-20,18:09,Cash,763.87,33.33,381.93,6.0
INV-2A169CDA,C,Chicago,Normal,Male,Sports and travel,71.22,10,35.61,747.81,2024-09-07,11:57,Ewallet,498.54,33.33,249.27,6.7
INV-DCCDE83D,A,New York,Normal,Male,Home and lifestyle,136.32,10,68.16,1431.36,2024-01-30,18:29,Ewallet,954.24,33.33,477.12,8.8
INV-1BFFCDA1,C,Chicago,Member,Female,Food and beverages,41.74,4,8.35,175.31,2024-10-23,11:02,Credit card,116.87,33.34,58.44,6.1
INV-43B04EE3,A,New York,Member,Male,Health and beauty,10.28,7,3.6,75.56,2024-04-02,12:49,Ewallet,50.37,33.34,25.19,9.9
INV-489B9DBD,C,Chicago,Normal,Female,Health and beauty,40.29,7,14.1,296.13,2024-07-11,11:43,Ewallet,197.42,33.33,98.71,9.2
INV-8D2455B3,A,New York,Normal,Male,Fashion accessories,149.0,7,52.15,1095.15,2024-09-27,12:46,Cash,730.1,33.33,365.05,9.0
INV-E5D93C4D,A,New York,Normal,Female,Sports and travel,186.8,7,65.38,1372.98,2024-09-29,16:52,Cash,915.32,33.33,457.66,5.5
INV-A676B6E2,B,Los Angeles,Member,Female,Fashion accessories,141.24,2,14.12,296.6,2024-01-17,20:26,Ewallet,197.74,33.33,98.86,8.6
INV-EA267E2C,A,New York,Member,Male,Electronic accessories,33.67,1,1.68,35.35,2024-08-16,19:43,Ewallet,23.57,33.32,11.78,9.2
INV-72AC16FC,A,New York,Member,Female,Health and beauty,24.87,4,4.97,104.45,2024-01-29,12:32,Credit card,69.64,33.33,34.81,5.4
INV-01F81F51,C,Chicago,Normal,Female,Fashion accessories,52.25,3,7.84,164.59,2024-12-04,18:14,Credit card,109.72,33.34,54.87,5.8
INV-D2A0E41A,A,New York,Member,Female,Home and lifestyle,158.77,6,47.63,1000.25,2024-11-25,20:24,Ewallet,666.83,33.33,333.42,5.9
INV-3A023960,B,Los Angeles,Normal,Male,Food and beverages,21.94,9,9.87,207.33,2024-08-30,13:54,Cash,138.22,33.33,69.11,5.8
INV-3FCB90E6,C,Chicago,Member,Female,Electronic accessories,119.04,7,41.66,874.94,2024-10-12,18:08,Credit card,583.3,33.33,291.64,5.5
INV-93954A4B,A,New York,Normal,Male,Health and beauty,68.99,2,6.9,144.88,2024-10-01,13:03,Credit card,96.59,33.33,48.29,6.3
INV-D9B7F903,C,Chicago,Member,Male,Fashion accessories,122.65,10,61.33,1287.83,2024-12-09,18:13,Credit card,858.55,33.33,429.28,5.3
INV-E5C50D46,B,Los Angeles,Normal,Male,Fashion accessories,141.2,2,14.12,296.52,2024-09-02,13:44,Ewallet,197.68,33.33,98.84,8.2
INV-DF64C17D,B,Los Angeles,Member,Female,Food and beverages,22.13,9,9.96,209.13,2024-11-28,15:19,Credit card,139.42,33.33,69.71,6.2
INV-85C8542B,B,Los Angeles,Normal,Male,Sports and travel,130.64,6,39.19,823.03,2024-04-14,15:20,Credit card,548.69,33.33,274.34,4.3
INV-4CDD5665,A,New York,Member,Male,Food and beverages,29.9,10,14.95,313.95,2024-10-23,16:18,Cash,209.3,33.33,104.65,5.2
INV-B6A2093B,A,New York,Normal,Male,Health and beauty,47.65,6,14.29,300.19,2024-05-11,17:46,Ewallet,200.13,33.33,100.06,8.4
INV-0100C2E4,B,Los Angeles,Member,Female,Fashion accessories,29.59,9,13.32,279.63,2024-09-07,12:58,Ewallet,186.42,33.33,93.21,9.9
INV-012407AA,A,New York,Member,Male,Sports and travel,35.92,1,1.8,37.72,2024-07-30,12:53,Ewallet,25.14,33.35,12.58,5.4
INV-063CF9FB,C,Chicago,Member,Male,Fashion accessories,80.8,6,24.24,509.04,2024-01-31,19:40,Ewallet,339.36,33.33,169.68,9.6
INV-27E05794,B,Los Angeles,Normal,Male,Electronic accessories,113.46,7,39.71,833.93,2024-01-07,10:33,Ewallet,555.95,33.33,277.98,5.6
INV-3E47B8A4,B,Los Angeles,Member,Female,Fashion accessories,24.98,2,2.5,52.46,2024-09-25,12:15,Cash,34.97,33.34,17.49,7.7
INV-35AED421,B,Los Angeles,Normal,Female,Health and beauty,13.69,7,4.79,100.62,2024-08-23,19:15,Ewallet,67.08,33.33,33.54,5.4
INV-CF3EBB89,C,Chicago,Member,Male,Electronic accessories,89.98,7,31.49,661.35,2024-10-09,17:03,Ewallet,440.9,33.33,220.45,4.1
INV-C40257BC,A,New York,Member,Female,Health and beauty,54.43,6,16.33,342.91,2024-10-16,11:57,Ewallet,228.61,33.33,114.3,9.5
INV-32D6AD06,A,New York,Member,Female,Food and beverages,7.1,2,0.71,14.91,2024-12-16,14:57,Ewallet,9.94,33.33,4.97,7.4
INV-51150C54,A,New York,Member,Female,Electronic accessories,192.87,10,96.44,2025.14,2024-03-14,16:59,Cash,1350.09,33.33,675.05,5.8
INV-0DD48946,C,Chicago,Member,Female,Sports and travel,226.72,6,68.02,1428.34,2024-07-15,12:50,Ewallet,952.22,33.33,476.12,8.3
INV-F6DD2FD4,C,Chicago,Normal,Male,Electronic accessories,95.86,2,9.59,201.31,2024-06-23,19:49,Ewallet,134.2,33.34,67.11,9.7
INV-F0F4835B,B,Los Angeles,Normal,Male,Sports and travel,86.5,8,34.6,726.6,2024-09-08,13:22,Ewallet,484.4,33.33,242.2,9.6
INV-D9B90644,B,Los Angeles,Member,Female,Electronic accessories,157.85,5,39.46,828.71,2024-05-06,11:05,Credit card,552.47,33.33,276.24,4.9
INV-4A6E13BC,C,Chicago,Member,Female,Food and beverages,21.23,2,2.12,44.58,2024-01-03,14:28,Credit card,29.72,33.33,14.86,8.6
INV-4EBFE856,A,New York,Member,Male,Fashion accessories,70.34,9,31.65,664.71,2024-10-11,18:26,Cash,443.14,33.33,221.57,4.2
INV-81BFE3F8,B,Los Angeles,Member,Female,Health and beauty,8.89,7,3.11,65.34,2024-07-17,11:46,Ewallet,43.56,33.33,21.78,9.4
INV-E3F8D8F5,A,New York,Member,Female,Fashion accessories,29.44,5,7.36,154.56,2024-05-17,17:09,Cash,103.04,33.33,51.52,5.0
INV-4AC03528,B,Los Angeles,Normal,Female,Health and beauty,64.35,6,19.3,405.4,2024-05-08,13:46,Ewallet,270.27,33.33,135.13,7.0
INV-29F4770F,C,Chicago,Member,Female,Electronic accessories,40.07,1,2.0,42.07,2024-07-21,15:53,Ewallet,28.05,33.33,14.02,6.3
INV-B7AC28C2,B,Los Angeles,Normal,Female,Health and beauty,66.71,10,33.35,700.45,2024-03-10,14:20,Ewallet,466.97,33.33,233.48,9.7
INV-B661441E,A,New York,Normal,Female,Fashion accessories,145.04,6,43.51,913.75,2024-05-29,20:31,Ewallet,609.17,33.33,304.58,8.7
INV-5BED9223,B,Los Angeles,Normal,Female,Health and beauty,34.28,10,17.14,359.94,2024-04-12,19:34,Cash,239.96,33.33,119.98,8.1
INV-D6689A0B,C,Chicago,Member,Female,Sports and travel,72.17,5,18.04,378.89,2024-12-20,11:52,Credit card,252.59,33.33,126.3,8.0
INV-F8D07070,A,New York,Normal,Male,Food and beverages,34.64,7,12.12,254.6,2024-07-12,11:28,Ewallet,169.74,33.33,84.86,6.9
INV-A7E35F6E,B,Los Angeles,Normal,Male,Food and beverages,36.57,9,16.46,345.59,2024-10-31,20:58,Cash,230.39,33.33,115.2,4.7
INV-DC04E2DA,A,New York,Normal,Male,Sports and travel,162.85,10,81.43,1709.93,2024-11-26,20:41,Credit card,1139.95,33.33,569.98,9.8
INV-5FE696DB,B,Los Angeles,Normal,Male,Electronic accessories,33.24,4,6.65,139.61,2024-09-18,18:35,Ewallet,93.07,33.34,46.54,8.1
INV-B29D99B0,A,New York,Normal,Female,Health and beauty,41.34,10,20.67,434.07,2024-12-19,18:09,Credit card,289.38,33.33,144.69,10.0
INV-290C78E4,B,Los Angeles,Member,Female,Health and beauty,74.28,2,7.43,155.99,2024-02-29,12:22,Credit card,103.99,33.34,52.0,6.1
INV-F65DD6ED,A,New York,Normal,Female,Health and beauty,15.03,8,6.01,126.25,2024-06-12,11:19,Cash,84.17,33.33,42.08,8.9
INV-772C55AA,A,New York,Member,Female,Sports and travel,49.61,3,7.44,156.27,2024-05-04,18:11,Ewallet,104.18,33.33,52.09,5.0
INV-73042A72,C,Chicago,Normal,Female,Fashion accessories,121.69,3,18.25,383.32,2024-04-05,20:42,Credit card,255.55,33.33,127.77,6.4
INV-82835663,C,Chicago,Member,Female,Home and lifestyle,140.27,1,7.01,147.28,2024-12-26,13:13,Credit card,98.19,33.33,49.09,8.5
INV-4A06F952,A,New York,Member,Male,Food and beverages,19.67,8,7.87,165.23,2024-02-28,14:42,Credit card,110.15,33.34,55.08,7.2
INV-89EDD2E1,C,Chicago,Normal,Female,Home and lifestyle,129.91,2,12.99,272.81,2024-06-27,15:54,Credit card,181.87,33.33,90.94,7.7
INV-5993626F,C,Chicago,Normal,Male,Sports and travel,55.14,2,5.51,115.79,2024-05-02,14:07,Cash,77.2,33.33,38.59,6.2
INV-BAD2A06A,A,New York,Normal,Female,Home and lifestyle,58.6,7,20.51,430.71,2024-08-04,12:31,Ewallet,287.14,33.33,143.57,7.2
INV-EC392828,C,Chicago,Member,Male,Health and beauty,28.8,3,4.32,90.72,2024-06-10,17:39,Cash,60.48,33.33,30.24,9.2
INV-7D775D30,A,New York,Normal,Male,Fashion accessories,124.13,9,55.86,1173.03,2024-09-15,20:31,Credit card,782.02,33.33,391.01,8.1
INV-2B451C67,B,Los Angeles,Normal,Female,Fashion accessories,21.57,1,1.08,22.65,2024-04-22,14:02,Credit card,15.1,33.33,7.55,5.3
INV-751A4668,B,Los Angeles,Member,Female,Home and lifestyle,227.91,8,91.16,1914.44,2024-10-08,18:07,Ewallet,1276.3,33.33,638.14,4.7
INV-EAEA6258,C,Chicago,Normal,Male,Sports and travel,124.31,4,24.86,522.1,2024-08-05,11:47,Ewallet,348.07,33.33,174.03,8.5
INV-B72ED18A,B,Los Angeles,Member,Female,Food and beverages,20.69,2,2.07,43.45,2024-08-12,11:49,Cash,28.97,33.33,14.48,5.3
INV-DA68145C,C,Chicago,Normal,Female,Fashion accessories,96.26,4,19.25,404.29,2024-04-15,10:36,Credit card,269.53,33.33,134.76,7.2
INV-1E6C92F8,C,Chicago,Member,Female,Sports and travel,90.84,10,45.42,953.82,2024-05-16,18:57,Ewallet,635.88,33.33,317.94,8.9
INV-BB1203C1,A,New York,Normal,Male,Food and beverages,44.02,3,6.6,138.66,2024-12-25,12:15,Cash,92.44,33.33,46.22,8.3
INV-621A181A,A,New York,Normal,Female,Fashion accessories,90.84,5,22.71,476.91,2024-11-17,16:24,Credit card,317.94,33.33,158.97,4.5
INV-5856855B,A,New York,Normal,Female,Sports and travel,235.68,6,70.7,1484.78,2024-08-20,17:20,Ewallet,989.86,33.33,494.92,4.0
INV-CF9D54DB,C,Chicago,Member,Female,Sports and travel,174.43,6,52.33,1098.91,2024-02-02,18:25,Cash,732.61,33.33,366.3,9.8
INV-23A6D853,A,New York,Normal,Female,Food and beverages,42.28,6,12.68,266.36,2024-10-07,19:08,Ewallet,177.58,33.33,88.78,9.1
INV-920DF950,B,Los Angeles,Member,Male,Electronic accessories,130.84,8,52.34,1099.06,2024-01-09,11:59,Cash,732.7,33.33,366.36,6.6
INV-41EE5C70,A,New York,Normal,Male,Sports and travel,229.62,5,57.41,1205.51,2024-03-22,14:05,Ewallet,803.67,33.33,401.84,6.2
INV-67E432CA,A,New York,Normal,Male,Electronic accessories,88.32,5,22.08,463.68,2024-12-24,13:27,Ewallet,309.12,33.33,154.56,4.5
INV-CBFD4115,A,New York,Member,Male,Health and beauty,13.61,10,6.8,142.9,2024-04-25,18:43,Credit card,95.27,33.33,47.63,4.1
INV-2BA5A732,C,Chicago,Normal,Male,Health and beauty,57.97,8,23.19,486.95,2024-02-06,13:24,Cash,324.63,33.33,162.32,8.4
INV-2820ECFA,A,New York,Member,Female,Food and beverages,44.64,3,6.7,140.62,2024-07-14,12:41,Ewallet,93.74,33.34,46.88,4.9
INV-19509B4E,C,Chicago,Member,Male,Health and beauty,33.29,4,6.66,139.82,2024-11-17,12:58,Credit card,93.21,33.34,46.61,7.7
INV-4D0EAE6E,B,Los Angeles,Member,Male,Electronic accessories,40.9,2,4.09,85.89,2024-10-28,16:22,Credit card,57.26,33.33,28.63,5.9
INV-F1FD8F59,A,New York,Member,Female,Sports and travel,43.96,9,19.78,415.42,2024-11-03,19:46,Ewallet,276.95,33.33,138.47,5.7
INV-66CF86C1,C,Chicago,Member,Female,Fashion accessories,82.48,9,37.12,779.44,2024-04-06,16:18,Ewallet,519.62,33.33,259.82,4.3
INV-EDBC8F4E,A,New York,Normal,Female,Electronic accessories,59.6,10,29.8,625.8,2024-02-06,18:56,Cash,417.2,33.33,208.6,9.9
INV-6850D2A3,B,Los Angeles,Member,Female,Home and lifestyle,137.84,9,62.03,1302.59,2024-12-15,12:48,Credit card,868.39,33.33,434.2,9.7
INV-895F1CBE,A,New York,Member,Male,Electronic accessories,63.5,1,3.18,66.68,2024-01-31,16:32,Credit card,44.45,33.34,22.23,7.8
INV-8F47B555,C,Chicago,Normal,Female,Sports and travel,115.51,9,51.98,1091.57,2024-10-02,19:09,Credit card,727.71,33.33,363.86,4.5
INV-37AD6408,A,New York,Member,Male,Home and lifestyle,111.49,10,55.74,1170.64,2024-11-20,20:43,Ewallet,780.43,33.33,390.21,4.4
INV-F00EBD93,C,Chicago,Normal,Male,Electronic accessories,60.23,7,21.08,442.69,2024-02-29,17:39,Ewallet,295.13,33.33,147.56,4.3
INV-2BA4AC57,C,Chicago,Member,Male,Electronic accessories,145.96,1,7.3,153.26,2024-03-24,17:22,Ewallet,102.17,33.34,51.09,7.1
INV-1824D794,C,Chicago,Normal,Male,Food and beverages,10.71,5,2.68,56.23,2024-03-01,10:21,Credit card,37.48,33.35,18.75,5.6
INV-FD2954D1,A,New York,Normal,Male,Health and beauty,40.77,6,12.23,256.85,2024-01-29,17:54,Ewallet,171.23,33.33,85.62,5.0
INV-D334047E,A,New York,Normal,Male,Home and lifestyle,208.75,2,20.88,438.38,2024-04-26,18:00,Cash,292.25,33.33,146.13,9.2
INV-F19DD2E7,A,New York,Member,Male,Health and beauty,34.21,3,5.13,107.76,2024-04-01,10:35,Ewallet,71.84,33.33,35.92,8.4
INV-3FD999B6,B,Los Angeles,Member,Female,Fashion accessories,68.28,6,20.48,430.16,2024-05-18,11:36,Credit card,286.78,33.33,143.38,4.7
INV-6C0E5E4E,C,Chicago,Member,Male,Fashion accessories,122.61,1,6.13,128.74,2024-07-24,11:56,Credit card,85.83,33.33,42.91,9.2
INV-19F99513,B,Los Angeles,Normal,Male,Home and lifestyle,147.89,6,44.37,931.71,2024-04-12,14:36,Credit card,621.14,33.33,310.57,8.4
INV-F393FAE4,A,New York,Normal,Female,Home and lifestyle,292.12,4,58.42,1226.9,2024-10-06,13:09,Cash,817.94,33.33,408.96,9.6
INV-0D834156,A,New York,Member,Female,Sports and travel,213.9,1,10.7,224.6,2024-06-20,10:48,Ewallet,149.73,33.33,74.87,6.3
INV-2CCEAF71,C,Chicago,Normal,Male,Fashion accessories,84.17,4,16.83,353.51,2024-08-02,17:03,Cash,235.68,33.33,117.83,8.3
INV-078DCA3E,A,New York,Member,Male,Home and lifestyle,135.66,6,40.7,854.66,2024-08-22,11:37,Cash,569.77,33.33,284.89,7.0
INV-11A493A5,C,Chicago,Normal,Male,Home and lifestyle,178.99,7,62.65,1315.58,2024-12-05,12:15,Credit card,877.05,33.33,438.53,5.6
INV-99BD3813,B,Los Angeles,Normal,Female,Food and beverages,25.37,4,5.07,106.55,2024-02-08,13:08,Ewallet,71.04,33.33,35.51,4.7
INV-E4ECB633,A,New York,Member,Female,Health and beauty,30.61,2,3.06,64.28,2024-10-01,15:49,Cash,42.85,33.34,21.43,6.7
INV-3B354121,B,Los Angeles,Normal,Male,Electronic accessories,44.16,5,11.04,231.84,2024-12-26,19:02,Cash,154.56,33.33,77.28,9.0
INV-C0F9B202,B,Los Angeles,Member,Male,Sports and travel,80.85,6,24.25,509.35,2024-07-21,18:03,Ewallet,339.57,33.33,169.78,5.8
INV-A1C75B80,A,New York,Member,Female,Health and beauty,48.03,9,21.61,453.88,2024-05-07,11:29,Cash,302.59,33.33,151.29,8.8
INV-D5B13957,A,New York,Member,Male,Electronic accessories,168.62,4,33.72,708.2,2024-03-07,13:52,Credit card,472.14,33.33,236.06,6.2
INV-AA980CC8,C,Chicago,Member,Female,Electronic accessories,19.03,2,1.9,39.96,2024-04-11,20:28,Cash,26.64,33.33,13.32,4.6
INV-DB80A18A,B,Los Angeles,Member,Male,Health and beauty,11.65,10,5.83,122.33,2024-08-09,16:31,Cash,81.55,33.34,40.78,6.3
INV-FB63C1A9,B,Los Angeles,Member,Female,Fashion accessories,137.16,5,34.29,720.09,2024-05-23,17:56,Cash,480.06,33.33,240.03,4.2
INV-285C90BD,C,Chicago,Member,Female,Health and beauty,37.66,9,16.95,355.89,2024-09-02,10:05,Credit card,237.26,33.33,118.63,6.3
INV-113D5059,B,Los Angeles,Member,Male,Sports and travel,248.67,9,111.9,2349.93,2024-01-10,16:50,Ewallet,1566.62,33.33,783.31,6.2
INV-65B82F03,C,Chicago,Normal,Female,Home and lifestyle,160.67,7,56.23,1180.92,2024-05-18,12:01,Credit card,787.28,33.33,393.64,7.6
INV-92EB9233,A,New York,Normal,Male,Health and beauty,46.12,10,23.06,484.26,2024-04-29,12:06,Cash,322.84,33.33,161.42,7.9
INV-1C39B7C6,B,Los Angeles,Member,Male,Home and lifestyle,257.02,7,89.96,1889.1,2024-06-30,12:11,Cash,1259.4,33.33,629.7,7.6
INV-5C82100E,C,Chicago,Normal,Male,Sports and travel,182.63,10,91.31,1917.61,2024-10-15,12:36,Cash,1278.41,33.33,639.2,9.0
INV-E6515415,B,Los Angeles,Normal,Male,Health and beauty,10.73,1,0.54,11.27,2024-04-29,19:14,Cash,7.51,33.36,3.76,7.2
INV-21A6D335,A,New York,Normal,Male,Fashion accessories,57.71,3,8.66,181.79,2024-06-14,10:01,Cash,121.19,33.34,60.6,7.5
INV-77E4AF95,A,New York,Member,Female,Electronic accessories,84.11,7,29.44,618.21,2024-10-27,11:21,Credit card,412.14,33.33,206.07,5.9
INV-A7DB4A05,A,New York,Normal,Female,Sports and travel,96.39,9,43.38,910.89,2024-12-21,19:50,Credit card,607.26,33.33,303.63,5.3
INV-3D15CD2B,C,Chicago,Member,Female,Food and beverages,38.03,5,9.51,199.66,2024-03-06,12:46,Cash,133.1,33.34,66.56,9.7
INV-68F8AB38,C,Chicago,Normal,Male,Fashion accessories,94.33,10,47.16,990.46,2024-04-23,20:36,Cash,660.31,33.33,330.15,9.6
INV-34915FCB,A,New York,Normal,Male,Fashion accessories,58.55,6,17.56,368.86,2024-03-26,20:56,Cash,245.91,33.33,122.95,8.9
INV-DE7CAD60,C,Chicago,Normal,Female,Electronic accessories,64.06,4,12.81,269.05,2024-12-20,11:22,Credit card,179.37,33.33,89.68,8.7
INV-B2E9287A,C,Chicago,Member,Male,Health and beauty,39.55,7,13.84,290.69,2024-03-26,16:31,Credit card,193.79,33.33,96.9,6.1
INV-275E819B,B,Los Angeles,Member,Female,Home and lifestyle,202.27,4,40.45,849.53,2024-03-24,17:04,Cash,566.36,33.33,283.17,5.8
INV-0823C9B1,B,Los Angeles,Normal,Male,Electronic accessories,78.23,7,27.38,574.99,2024-03-23,11:35,Cash,383.33,33.33,191.66,6.0
INV-001AE458,C,Chicago,Normal,Male,Health and beauty,75.86,3,11.38,238.96,2024-11-06,16:10,Cash,159.31,33.33,79.65,4.6
INV-A719A182,A,New York,Member,Female,Sports and travel,149.68,9,67.36,1414.48,2024-05-15,20:18,Credit card,942.98,33.33,471.5,5.4
INV-D2A683BC,A,New York,Normal,Female,Fashion accessories,17.63,1,0.88,18.51,2024-08-06,11:18,Ewallet,12.34,33.33,6.17,7.8
INV-CA357E6A,B,Los Angeles,Member,Male,Electronic accessories,53.29,5,13.32,279.77,2024-02-11,17:54,Cash,186.51,33.33,93.26,5.9
INV-DFA23710,B,Los Angeles,Normal,Female,Sports and travel,84.63,9,38.08,799.75,2024-07-17,12:23,Credit card,533.17,33.33,266.58,6.2
INV-9132F194,B,Los Angeles,Member,Female,Health and beauty,41.48,4,8.3,174.22,2024-05-17,19:03,Cash,116.14,33.34,58.08,8.5
INV-C24B77E0,C,Chicago,Member,Male,Sports and travel,102.35,9,46.06,967.21,2024-07-30,19:14,Ewallet,644.8,33.33,322.41,4.4
INV-0A07E441,B,Los Angeles,Normal,Female,Home and lifestyle,266.86,8,106.74,2241.62,2024-06-02,11:25,Ewallet,1494.42,33.33,747.2,4.2
INV-BA232D97,C,Chicago,Member,Male,Health and beauty,20.45,3,3.07,64.42,2024-04-18,13:08,Cash,42.94,33.34,21.48,6.5
INV-0E69F0B2,C,Chicago,Normal,Male,Sports and travel,58.27,10,29.14,611.84,2024-05-12,15:58,Ewallet,407.89,33.33,203.95,9.5
INV-A04D6D93,A,New York,Member,Female,Home and lifestyle,131.26,6,39.38,826.94,2024-05-21,18:29,Cash,551.29,33.33,275.65,8.7
INV-E6C652CD,C,Chicago,Normal,Male,Health and beauty,18.77,10,9.38,197.08,2024-10-28,19:48,Cash,131.39,33.33,65.69,9.5
